Research ID,Structure ID,unused,unused
R-Defense-WallTower3-MG-AntiTankGssTwin,WallTower3-MG-AntiTankGssTwin,0,0
R-Defense-WallTower4-Railgun-Gattling,WallTower4-Railgun-Gattling,0,0
R-Defense-WallTower4-Railgun-GattlingInc,WallTower4-Railgun-GattlingInc,0,0
R-Defense-WallTower4-Railgun-GattlingAA,WallTower4-Railgun-GattlingAA,0,0
R-Defense-WallTower-Railgun-Proto,WallTower-Railgun-Proto,0,0
R-Defense-WallTower2-Railgun-Proto,WallTower2-Railgun-Proto,0,0
R-Defense-WallTower3-Railgun-Lgt,WallTower3-Railgun-Lgt,0,0
R-Defense-WallTower3-Railgun-Med,WallTower-Rail2,0,0
R-Defense-WallTower3-Railgun-Hvy,WallTower-Rail3,0,0
R-Defense-WallTower3-Railgun-Aslt,WallTower3-Railgun-Aslt,0,0
R-Defense-WallTower3-Railgun-TwinAslt,WallTower3-Railgun-TwinAslt,0,0
R-Defense-WallTower3-Railgun-Shotgun,WallTower3-Railgun-Shotgun,0,0
R-Defense-WallTower3-Railgun-Flak,WallTower3-Railgun-Flak,0,0
R-Defense-WallTower4-Railgun-GattlingAT,WallTower4-Railgun-GattlingAT,0,0
R-Defense-WallTower-Rocket-AT,WallTower06,0,0
R-Defense-WallTower2-Rocket-AT2,WallTower-HvATrocket,0,0
R-Defense-WallTower3-Rocket-AT3,WallTower-Atmiss,0,0
R-Defense-WallTower-Rocket-ATHvy,WallTower-Rocket-ATHvy,0,0
R-Defense-WallTower2-Rocket-AT2Hvy,WallTower2-Rocket-AT2Hvy,0,0
R-Defense-WallTower3-Rocket-AT3Hvy,WallTower3-Rocket-AT3Hvy,0,0
R-Defense-WallTower-Rocket-Pod,WallTower-Rocket-Pod,0,0
R-Defense-WallTower2-Rocket-Pod2,WallTower2-Rocket-Pod2,0,0
R-Defense-WallTower3-Rocket-Pod3,WallTower3-Rocket-Pod3,0,0
R-Defense-WallTower-Rocket-PodTwin,WallTower-Rocket-PodTwin,0,0
R-Defense-WallTower2-Rocket-Pod2Twin,WallTower2-Rocket-Pod2Twin,0,0
R-Defense-WallTower3-Rocket-Pod3Twin,WallTower3-Rocket-Pod3Twin,0,0
R-Defense-WallTower-Rocket-PodQuad,WallTower-Rocket-PodQuad,0,0
R-Defense-WallTower2-Rocket-Pod2Quad,WallTower2-Rocket-Pod2Quad,0,0
R-Defense-WallTower3-Rocket-Pod3Quad,WallTower3-Rocket-Pod3Quad,0,0
R-Defense-WallTower4-Rocket-Gattling,WallTower4-Rocket-Gattling,0,0
R-Defense-WallTower-Rocket-Sunburst,WallTower-Rocket-Sunburst,0,0
R-Defense-WallTower3-Rocket-Cherub,WallTower3-Rocket-Cherub,0,0
R-Defense-WallTower2-Rocket-SAM,WallTower2-Rocket-SAM,0,0
R-Defense-WallTower2-Rocket-SAMHvy,WallTower2-Rocket-SAMHvy,0,0
R-Defense-WallTower3-Rocket-SAM2,WallTower-SamSite,0,0
R-Defense-WallTower3-Rocket-SAM2Hvy,WallTower-SamHvy,0,0
R-Defense-WallTower3-SpyTurretNEXUS,WallTower3-SpyTurretNEXUS,0,0
R-Struc-CommandRelay,A0ComDroidControl,0,118
R-Struc-Factory-Cyborg,A0CyborgFactory,0,125
R-Struc-Factory-Module,A0FacMod1,0,10
R-Struc-PowerModuleMk1,A0PowMod1,0,84
R-Struc-WindFarm,WindFarm,0,84
R-Struc-RepairFacility,A0RepairCentre,0,287
R-Struc-RepairFacility2,A0RepairCentre2,0,287
R-Struc-RepairFacility3,A0RepairCentre3,0,287
R-Struc-RepairFacility4,A0RepairCentre4,0,287
R-Struc-Research-Module,A0ResearchModule1,0,14
R-Struc-VTOLFactory,A0VTolFactory1,0,178
R-Struc-VTOLPad,A0VtolPad,0,135
R-Sys-CBSensor-Tower01,Sys-CB-Tower01,0,210
R-Sys-CBSensor-Tower02,Sys-CB-Tower02,0,210
R-Sys-Sensor-Tower01,Sys-SensoTower01,0,89
R-Sys-Sensor-Tower02,Sys-SensoTower02,0,225
R-Sys-Sensor-UpLink,A0Sat-linkCentre,0,329
R-Sys-Sensor-WSTower,Sys-SensoTowerWS,0,330
R-Sys-VTOLCBS-Tower01,Sys-VTOL-CB-Tower01,0,211
R-Sys-VTOLCBS-Tower02,Sys-VTOL-CB-Tower02,0,211
R-Sys-VTOLStrike-Tower01,Sys-VTOL-RadarTower01,0,212
R-Sys-VTOLStrike-Tower02,Sys-VTOL-RadarTower02,0,212
R-Sys-RadarDetectorTower1,Sys-RadarDetector01,0,0
R-Sys-RadarDetectorTower2,Sys-RadarDetector02,0,0
R-Defense-Super-Cannon,X-Super-Cannon,0,336
R-Defense-MassDriver,X-Super-MassDriver,0,335
R-Defense-Super-Missile,X-Super-Missile,0,338
R-Defense-Super-Rocket,X-Super-Rocket,0,337
R-Wpn-LasSat,A0LasSatCommand,0,328
R-Defense-Super-Machinegun,Super-MG-Fort,0,328
R-Defense-Super-MachinegunPlas,Super-MGPlas-Fort,0,328
R-Defense-Super-RailgunGattling,Super-RailgunGattling-Fort,0,328
R-Defense-Super-RailgunGattlingPlas,Super-RailgunGattlingPlas-Fort,0,328
R-Defense-Super-RailgunGattling2,Super-RailgunGattling-Fort2,0,328
R-Defense-Super-RailgunGattlingPlas2,Super-RailgunGattlingPlas-Fort2,0,328
R-Defense-Super-RotCannon,Super-RotCannon-Fort,0,328
R-Defense-Super-PlasCannon,Super-PlasCannon-Fort,0,328
R-Defense-Super-Mortar,Super-Mortar-Empl,0,328
R-Defense-Super-MortarPlas,Super-MortarPlas-Empl,0,328
R-Defense-Super-MortarRamjet,Super-MortarRamjet-Empl,0,328
R-Defense-Super-MortarGauss,Super-MortarGauss-Empl,0,328
R-Defense-Super-MortarGaussPlas,Super-MortarGaussPlas-Empl,0,328
R-Defense-Super-MortarGaussRamjet,Super-MortarGaussRamjet-Empl,0,328
R-Defense-Super-Howitzer,Super-Howitzer-Empl,0,328
R-Defense-Super-HowitzerPlas,Super-HowitzerPlas-Empl,0,328
R-Defense-Super-HowitzerRamjet,Super-HowitzerRamjet-Empl,0,328
R-Defense-Super-HowitzerGauss,Super-HowitzerGauss-Empl,0,328
R-Defense-Super-HowitzerGaussPlas,Super-HowitzerGaussPlas-Empl,0,328
R-Defense-Super-HowitzerGaussRamjet,Super-HowitzerGaussRamjet-Empl,0,328
R-Defense-Super-MissileArray,Super-MissileArray-Empl,0,328
R-Defense-Super-MissileArrayPlas,Super-MissileArrayPlas-Empl,0,328
R-Defense-Super-RotRailgun,Super-Railgun-Fort,0,328
R-Defense-Super-Laser,Super-Laser-Fort,0,328
R-Defense-Super-Laser2,Super-Laser2-Fort,0,328
R-Defense-Super-LaserPlasma,Super-LaserPlasma-Fort,0,328
R-Defense-Super-FlamerPlasma,Super-FlamerPlasma-Fort,0,328
R-Defense-Super-NEXUS,Super-NEXUS-Fort,0,328
R-Defense-Super-EMP,Super-EMP-Fort,0,328
R-Defense-WallTower4-Laser-AsltLsr,WallTower-AssaultLaser,0,328
R-Defense-WallTower4-Laser-AsltLsrTwin,WallTower-TwinAssaultLaser,0,328
