Research ID,unused,Subgroup icon,Major tech,Main icon,IMD,IMD2,MsgName,StructName,CompName,CompType,ResearchPoints,keyTopic,unused,unused,unused,unused,unused,unused,0
R-Defense-Bunker3-HowitzerBB,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-HowitzerBB,0,0,1,0,2,0,1,0,1,0,0
R-Defense-Bunker3-HowitzerGattling,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-HowitzerGattling,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker4-HowitzerGauss,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker4-HowitzerGauss,0,0,1,0,2,0,1,0,1,0,0
R-Defense-Bunker4-HowitzerGaussHvy,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker4-HowitzerGaussHvy,0,0,1,0,2,0,1,0,1,0,0
R-Defense-Bunker4-HowitzerGaussRot,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker4-HowitzerGaussRot,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker4-HowitzerGaussInc,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker4-HowitzerGaussInc,0,0,1,0,2,0,1,0,1,0,0
R-Defense-Bunker4-HowitzerGaussHvyPlas,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker4-HowitzerGaussHvyPlas,0,0,1,0,2,0,1,0,1,0,0
R-Defense-Bunker4-HowitzerGaussRotPlas,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker4-HowitzerGaussRotPlas,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker4-HowitzerGaussRamjet,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker4-HowitzerGaussRamjet,0,0,1,0,2,0,1,0,1,0,0
R-Defense-Bunker4-HowitzerGaussRamjetHvy,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker4-HowitzerGaussRamjetHvy,0,0,1,0,2,0,1,0,1,0,0
R-Defense-Bunker4-HowitzerGaussRamjetRot,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker4-HowitzerGaussRamjetRot,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker4-HowitzerGaussBB,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker4-HowitzerGaussBB,0,0,1,0,2,0,1,0,1,0,0
R-Defense-Bunker4-HowitzerGattlingGauss,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker4-HowitzerGattlingGauss,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker-Cannon-Lgt,Level One,0,0,IMAGE_RES_DEFENCE,0,0,0,PillBox4,0,0,1,0,2,0,1,0,1,0,0
R-Defense-Bunker-Cannon-Med,Level One,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker-Cannon-Med,0,0,1,0,2,0,1,0,1,0,0
R-Defense-Bunker-Cannon-Hvy,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker-Cannon-Hvy,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker-Cannon-Aslt,Level One,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker-Cannon-Aslt,0,0,1,0,2,0,1,0,1,0,0
R-Defense-Bunker-Cannon-TwinAslt,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,PillBox-Cannon6,0,BODY,1,0,2,0,1,0,1,0,0
R-Defense-Bunker2-Cannon-HPVLgt,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-Cannon-HPVLgt,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker2-Cannon-HPVMed,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-Cannon-HPVMed,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker2-Cannon-HPVHvy,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-Cannon-HPVHvy,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker2-Cannon-HPVAslt,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-Cannon-HPVAslt,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker2-Cannon-HPVTwinAslt,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-Cannon-HPVTwinAslt,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker-Cannon-Flak,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker-Cannon-Flak,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker2-Cannon-Shotgun,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-Cannon-Shotgun,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker2-Cannon-Sniper,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-Cannon-Sniper,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker2-Cannon-Gattling,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-Cannon-Gattling,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker3-Cannon-HPVGattling,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Cannon-HPVGattling,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker3-Cannon-Ramjet,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Cannon-Ramjet,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker2-Cannon-Inc,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-Cannon-Inc,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker3-Cannon-Plas,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Cannon-Plas,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker2-EMP-Cannon,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-EMP-Cannon,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker4-Flamer-PlasmaCannon,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker4-Flamer-PlasmaCannon,0,BODY,1,0,1,0,1,0,1,0,0
R-Defense-Bunker2-Laser-AP1,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-Laser-AP1,0,0,1,0,1,0,1,0,1,0,0
R-Defense-Bunker2-Laser-AT1,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-Laser-AT1,0,0,1,0,1,0,1,0,1,0,0
R-Defense-Bunker2-Laser-AP2,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-Laser-AP2,0,0,1,0,1,0,1,0,1,0,0
R-Defense-Bunker2-Laser-AT2,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-Laser-AT2,0,0,1,0,1,0,1,0,1,0,0
R-Defense-Bunker3-Laser-AP3,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Laser-AP3,0,0,1,0,1,0,1,0,1,0,0
R-Defense-Bunker3-Laser-AT3,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Laser-AT3,0,0,1,0,1,0,1,0,1,0,0
R-Defense-Bunker3-Laser-AP4,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Laser-AP4,0,0,1,0,1,0,1,0,1,0,0
R-Defense-Bunker3-Laser-AT4,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Laser-AT4,0,0,1,0,1,0,1,0,1,0,0
R-Defense-Bunker-Laser-AA,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker-Laser-AA,0,0,1,0,1,0,1,0,1,0,0
R-Defense-Bunker3-Laser-AA2,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Laser-AA2,0,0,1,0,1,0,1,0,1,0,0
R-Defense-Bunker4-Laser-Plasma,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker4-Laser-Plasma,0,0,1,0,1,0,1,0,1,0,0
R-Defense-Bunker-MG1,Level One,0,0,IMAGE_RES_DEFENCE,0,0,0,PillBox1,0,0,1,0,2,0,1,0,1,0,0
R-Defense-Bunker-MG2,Level One,0,0,IMAGE_RES_DEFENCE,0,0,0,PillBox2,0,0,1,0,2,0,1,0,1,0,0
R-Defense-Bunker-MG3,Level One,0,0,IMAGE_RES_DEFENCE,0,0,0,PillBox3,0,0,1,0,2,0,1,0,1,0,0
R-Defense-Bunker-MG3Twin,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker-MG3Twin,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker2-MG4,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Pillbox-RotMG,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker2-MG5,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-MG5,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker-MG-AntiTank,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker-MG-AntiTank,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker-MG-AntiTankTwin,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker-MG-AntiTankTwin,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker2-MG-AntiTank2,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-MG-AntiTank2,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker2-MG-AntiTank2Twin,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-MG-AntiTank2Twin,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker-MG-AALgt,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker-MG-AALgt,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker-MG-AA,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker-MG-AA,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker2-MG-AA2Lgt,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-MG-AA2Lgt,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker2-MG-AA2,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-MG-AA2,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker-MG3Inc,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker-MG3Inc,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker-MG3IncTwin,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker-MG3IncTwin,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker3-MG4Inc,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-MG4Inc,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker3-MG4IncTwin,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-MG4IncTwin,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker3-Railgun-Gattling,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Railgun-Gattling,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker3-Railgun-GattlingInc,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Railgun-GattlingInc,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker3-Railgun-GattlingTwin,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Railgun-GattlingTwin,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker3-Railgun-GattlingIncTwin,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Railgun-GattlingIncTwin,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker3-Railgun-GattlingAALgt,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Railgun-GattlingAALgt,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker3-Railgun-GattlingAA,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Railgun-GattlingAA,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker3-MG-AntiTankGss,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-MG-AntiTankGss,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker3-MG-AntiTankGssTwin,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-MG-AntiTankGssTwin,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker4-Railgun-Gattling,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker4-Railgun-Gattling,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker4-Railgun-GattlingInc,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker4-Railgun-GattlingInc,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker4-Railgun-GattlingAA,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker4-Railgun-GattlingAA,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker-Railgun-Proto,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker-Railgun-Proto,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker2-Railgun-Proto,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-Railgun-Proto,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker3-Railgun-Lgt,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Railgun-Lgt,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker3-Railgun-Med,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Railgun-Med,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker3-Railgun-Hvy,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Railgun-Hvy,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker3-Railgun-Aslt,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Railgun-Aslt,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker3-Railgun-TwinAslt,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Railgun-TwinAslt,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker3-Railgun-Shotgun,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Railgun-Shotgun,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker3-Railgun-Sniper,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Railgun-Sniper,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker3-Railgun-Flak,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Railgun-Flak,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker4-Railgun-GattlingAT,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker4-Railgun-GattlingAT,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker-Rocket-AT,Level One,0,0,IMAGE_RES_DEFENCE,0,0,0,PillBox6,0,0,1,0,2,0,1,0,1,0,0
R-Defense-Bunker2-Rocket-AT2,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-Rocket-AT2,0,0,1,0,1,0,1,0,1,0,0
R-Defense-Bunker3-Rocket-AT3,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Rocket-AT3,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker-Rocket-ATHvy,Level One,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker-Rocket-ATHvy,0,0,1,0,2,0,1,0,1,0,0
R-Defense-Bunker2-Rocket-AT2Hvy,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-Rocket-AT2Hvy,0,0,1,0,1,0,1,0,1,0,0
R-Defense-Bunker3-Rocket-AT3Hvy,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Rocket-AT3Hvy,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker-Rocket-Pod,Level One,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker-Rocket-Pod,0,0,1,0,2,0,1,0,1,0,0
R-Defense-Bunker2-Rocket-Pod2,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-Rocket-Pod2,0,0,1,0,1,0,1,0,1,0,0
R-Defense-Bunker3-Rocket-Pod3,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Rocket-Pod3,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker-Rocket-PodTwin,Level One,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker-Rocket-PodTwin,0,0,1,0,2,0,1,0,1,0,0
R-Defense-Bunker2-Rocket-Pod2Twin,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-Rocket-Pod2Twin,0,0,1,0,1,0,1,0,1,0,0
R-Defense-Bunker3-Rocket-Pod3Twin,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Rocket-Pod3Twin,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker-Rocket-PodQuad,Level One,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker-Rocket-PodQuad,0,0,1,0,2,0,1,0,1,0,0
R-Defense-Bunker2-Rocket-Pod2Quad,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-Rocket-Pod2Quad,0,0,1,0,1,0,1,0,1,0,0
R-Defense-Bunker3-Rocket-Pod3Quad,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Rocket-Pod3Quad,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker-Rocket-MRL,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker-Rocket-MRL,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker-Rocket-MRLHvy,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker-Rocket-MRLHvy,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker2-Rocket-TopAttack,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-Rocket-TopAttack,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker2-Rocket-TopAttackHvy,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-Rocket-TopAttackHvy,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker3-Rocket-Seraph,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Rocket-Seraph,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker3-Rocket-SeraphHvy,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Rocket-SeraphHvy,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker2-Rocket-TopAtkInc,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-Rocket-TopAtkInc,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker2-Rocket-TopAtkIncHvy,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-Rocket-TopAtkIncHvy,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker3-Rocket-TopAtkPlas,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Rocket-TopAtkPlas,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker3-Rocket-TopAtkPlasHvy,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Rocket-TopAtkPlasHvy,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker2-Rocket-Ripple,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-Rocket-Ripple,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker3-Rocket-Archangel,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Rocket-Archangel,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker-Rocket-Sunburst,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker-Rocket-Sunburst,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker3-Rocket-Cherub,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Rocket-Cherub,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker2-Rocket-SAM,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-Rocket-SAM,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker2-Rocket-SAMHvy,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-Rocket-SAMHvy,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker3-Rocket-SAM2,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Rocket-SAM2,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker3-Rocket-SAM2Hvy,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Rocket-SAM2Hvy,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker4-Rocket-Gattling,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker4-Rocket-Gattling,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker4-Rocket-LasProp-AT,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker4-Rocket-LasProp-AT,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker4-Rocket-LasProp-AP,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker4-Rocket-LasProp-AP,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker4-Rocket-LasProp-Plas,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker4-Rocket-LasProp-Plas,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker3-SpyTurretNEXUS,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-SpyTurretNEXUS,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Empl-Mortar,Level One-Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Emplacement-MortarPit01,0,0,1,0,2,0,1,0,1,0,0
R-Defense-Empl-MortarHvy,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Emplacement-MortarPit02,0,0,1,0,2,0,1,1,1,0,0
R-Defense-Empl-MortarRot,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Emplacement-RotMor,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Empl-MortarInc,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Emplacement-MortarPit-Incenediary,0,BODY,1,0,2,0,1,0,1,0,0
R-Defense-Empl2-MortarEMP,Level All,IMAGE_RES_GRPUPG,0,IMAGE_RES_DEFENCE,0,0,0,Emplacement-MortarEMP,0,PROPULSION,1,0,1,0,1,0,1,0,0
R-Defense-Empl3-MortarHvyPlas,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Empl3-MortarHvyPlas,0,0,1,0,2,0,1,1,1,0,0
R-Defense-Empl3-MortarRotPlas,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Empl3-MortarRotPlas,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Empl3-Mortar-Ramjet,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Empl3-Mortar-Ramjet,0,0,1,0,2,0,1,1,1,0,0
R-Defense-Empl3-Mortar-RamjetHvy,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Empl3-Mortar-RamjetHvy,0,0,1,0,2,0,1,1,1,0,0
R-Defense-Empl3-Mortar-RamjetRot,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Empl3-Mortar-RamjetRot,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Empl3-MortarGattling,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Empl3-MortarGattling,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Empl4-Mortar-Gauss,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Empl4-Mortar-Gauss,0,0,1,0,2,0,1,1,1,0,0
R-Defense-Empl4-Mortar-GaussHvy,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Empl4-Mortar-GaussHvy,0,0,1,0,2,0,1,1,1,0,0
R-Defense-Empl4-Mortar-GaussRot,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Empl4-Mortar-GaussRot,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Empl4-Mortar-GaussInc,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Empl4-Mortar-GaussInc,0,0,1,0,2,0,1,1,1,0,0
R-Defense-Empl4-Mortar-GaussHvyPlas,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Empl4-Mortar-GaussHvyPlas,0,0,1,0,2,0,1,1,1,0,0
R-Defense-Empl4-Mortar-GaussRotPlas,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Empl4-Mortar-GaussRotPlas,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Empl4-Mortar-GaussRamjet,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Empl4-Mortar-GaussRamjet,0,0,1,0,2,0,1,1,1,0,0
R-Defense-Empl4-Mortar-GaussRamjetHvy,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Empl4-Mortar-GaussRamjetHvy,0,0,1,0,2,0,1,1,1,0,0
R-Defense-Empl4-Mortar-GaussRamjetRot,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Empl4-Mortar-GaussRamjetRot,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Empl4-MortarGattlingGauss,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Empl4-MortarGattlingGauss,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Empl2-Howitzer,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Emplacement-Howitzer105,0,BODY,1,0,1,0,1,0,1,0,0
R-Defense-Empl2-HowitzerHvy,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Emplacement-Howitzer150,0,0,1,0,2,0,1,0,1,0,0
R-Defense-Empl2-HowitzerRot,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Emplacement-RotHow,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Empl2-HowitzerInc,Level Two-Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Emplacement-Howitzer-Incenediary,0,0,1,0,2,0,1,0,1,0,0
R-Defense-Empl3-HowitzerHvyPlas,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Empl3-HowitzerHvyPlas,0,0,1,0,2,0,1,0,1,0,0
R-Defense-Empl3-HowitzerRotPlas,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Empl3-HowitzerRotPlas,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Empl3-HowitzerRamjet,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Empl3-HowitzerRamjet,0,0,1,0,2,0,1,0,1,0,0
R-Defense-Empl3-HowitzerRamjetHvy,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Empl3-HowitzerRamjetHvy,0,0,1,0,2,0,1,0,1,0,0
R-Defense-Empl3-HowitzerRamjetRot,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Empl3-HowitzerRamjetRot,0,0,1,0,1,0,1,1,1,0,0
